"State Exports by HS Commodities"
"Current date: 04/21/2016 11:27 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: Total"
"Country: World Total"
"Commodity","Time","Total Value ($US)",
"All Commodities","2004","11,214,025,706"
"All Commodities","January 2004","825,931,557"
"All Commodities","February 2004","966,964,687"
"All Commodities","March 2004","1,055,888,068"
"All Commodities","April 2004","938,969,948"
"All Commodities","May 2004","944,413,148"
"All Commodities","June 2004","904,806,183"
"All Commodities","July 2004","898,268,227"
"All Commodities","August 2004","925,022,001"
"All Commodities","September 2004","997,922,702"
"All Commodities","October 2004","959,103,570"
"All Commodities","November 2004","919,141,006"
"All Commodities","December 2004","877,594,609"
"All Commodities","February 2016","1,549,522,924"
"01 Live Animals","2004","701,329"
"01 Live Animals","January 2004","59,204"
"01 Live Animals","February 2004","11,599"
"01 Live Animals","March 2004","26,630"
"01 Live Animals","April 2004","97,377"
"01 Live Animals","May 2004","69,864"
"01 Live Animals","June 2004","200,066"
"01 Live Animals","July 2004","54,484"
"01 Live Animals","August 2004","32,604"
"01 Live Animals","September 2004","52,460"
"01 Live Animals","October 2004","40,578"
"01 Live Animals","November 2004","26,817"
"01 Live Animals","December 2004","29,646"
"01 Live Animals","February 2016","22,680"
"0101 Horses, Asses, Mules And Hinnies, Live","2004","431,232"
"0101 Horses, Asses, Mules And Hinnies, Live","January 2004","53,299"
"0101 Horses, Asses, Mules And Hinnies, Live","February 2004","11,599"
"0101 Horses, Asses, Mules And Hinnies, Live","March 2004","23,951"
"0101 Horses, Asses, Mules And Hinnies, Live","April 2004","83,332"
"0101 Horses, Asses, Mules And Hinnies, Live","May 2004","42,851"
"0101 Horses, Asses, Mules And Hinnies, Live","June 2004","28,366"
"0101 Horses, Asses, Mules And Hinnies, Live","July 2004","35,289"
"0101 Horses, Asses, Mules And Hinnies, Live","August 2004","32,604"
"0101 Horses, Asses, Mules And Hinnies, Live","September 2004","27,391"
"0101 Horses, Asses, Mules And Hinnies, Live","October 2004","40,578"
"0101 Horses, Asses, Mules And Hinnies, Live","November 2004","26,817"
"0101 Horses, Asses, Mules And Hinnies, Live","December 2004","25,155"
