"State Exports by HS Commodities"
"Current date: 04/21/2016 10:57 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: Total"
"Country: World Total"
"Commodity","Time","Total Value ($US)",
"All Commodities","2015","20,083,833,371"
"All Commodities","January 2015","1,666,191,029"
"All Commodities","February 2015","1,679,480,653"
"All Commodities","March 2015","1,864,186,184"
"All Commodities","April 2015","1,690,424,287"
"All Commodities","May 2015","1,652,790,821"
"All Commodities","June 2015","1,730,680,591"
"All Commodities","July 2015","1,593,765,381"
"All Commodities","August 2015","1,605,863,322"
"All Commodities","September 2015","1,565,510,391"
"All Commodities","October 2015","1,590,675,426"
"All Commodities","November 2015","1,678,039,525"
"All Commodities","December 2015","1,766,225,761"
"All Commodities","February 2016","1,549,522,924"
"01 Live Animals","2015","2,104,528"
"01 Live Animals","January 2015","175,657"
"01 Live Animals","February 2015","562,152"
"01 Live Animals","March 2015","92,960"
"01 Live Animals","April 2015","105,687"
"01 Live Animals","May 2015","26,347"
"01 Live Animals","June 2015","597,719"
"01 Live Animals","July 2015","43,128"
"01 Live Animals","August 2015","106,728"
"01 Live Animals","September 2015","41,079"
"01 Live Animals","October 2015","193,174"
"01 Live Animals","November 2015","84,313"
"01 Live Animals","December 2015","75,584"
"01 Live Animals","February 2016","22,680"
"0101 Horses, Asses, Mules And Hinnies, Live","2015","1,242,502"
"0101 Horses, Asses, Mules And Hinnies, Live","January 2015","161,657"
"0101 Horses, Asses, Mules And Hinnies, Live","February 2015","473,652"
"0101 Horses, Asses, Mules And Hinnies, Live","March 2015","92,960"
"0101 Horses, Asses, Mules And Hinnies, Live","April 2015","105,687"
"0101 Horses, Asses, Mules And Hinnies, Live","May 2015","26,347"
"0101 Horses, Asses, Mules And Hinnies, Live","June 2015","81,568"
"0101 Horses, Asses, Mules And Hinnies, Live","July 2015","43,128"
"0101 Horses, Asses, Mules And Hinnies, Live","August 2015","20,177"
"0101 Horses, Asses, Mules And Hinnies, Live","September 2015","41,079"
"0101 Horses, Asses, Mules And Hinnies, Live","October 2015","56,589"
"0101 Horses, Asses, Mules And Hinnies, Live","November 2015","71,313"
"0101 Horses, Asses, Mules And Hinnies, Live","December 2015","68,345"
"0101 Horses, Asses, Mules And Hinnies, Live","February 2016","19,980"
"010121 Horses, Live, Purebred Breeding","2015","128,189"
"010121 Horses, Live, Purebred Breeding","April 2015","25,753"
"010121 Horses, Live, Purebred Breeding","May 2015","6,630"
"010121 Horses, Live, Purebred Breeding","July 2015","11,634"
"010121 Horses, Live, Purebred Breeding","October 2015","7,259"
"010121 Horses, Live, Purebred Breeding","November 2015","35,895"
"010121 Horses, Live, Purebred Breeding","December 2015","41,018"
"010129 Horses, Live, Other Than Purebred Breeding","2015","1,114,313"
"010129 Horses, Live, Other Than Purebred Breeding","January 2015","161,657"
"010129 Horses, Live, Other Than Purebred Breeding","February 2015","473,652"
"010129 Horses, Live, Other Than Purebred Breeding","March 2015","92,960"
"010129 Horses, Live, Other Than Purebred Breeding","April 2015","79,934"
"010129 Horses, Live, Other Than Purebred Breeding","May 2015","19,717"
"010129 Horses, Live, Other Than Purebred Breeding","June 2015","81,568"
"010129 Horses, Live, Other Than Purebred Breeding","July 2015","31,494"
"010129 Horses, Live, Other Than Purebred Breeding","August 2015","20,177"
"010129 Horses, Live, Other Than Purebred Breeding","September 2015","41,079"
"010129 Horses, Live, Other Than Purebred Breeding","October 2015","49,330"
"010129 Horses, Live, Other Than Purebred Breeding","November 2015","35,418"
"010129 Horses, Live, Other Than Purebred Breeding","December 2015","27,327"
"010129 Horses, Live, Other Than Purebred Breeding","February 2016","19,980"
"0102 Bovine Animals, Live","2015","149,585"
"0102 Bovine Animals, Live","October 2015","136,585"
"0102 Bovine Animals, Live","November 2015","13,000"
"010221 Cattle, Live, Purebred Breeding","2015","136,585"
"010221 Cattle, Live, Purebred Breeding","October 2015","136,585"
"010229 Cattle, Live, Other Than Purebred Breeding","2015","13,000"
"010229 Cattle, Live, Other Than Purebred Breeding","November 2015","13,000"
"0104 Sheep And Goats, Live","2015","447,651"
"0104 Sheep And Goats, Live","June 2015","447,651"
"010410 Sheep, Live","2015","447,651"
"010410 Sheep, Live","June 2015","447,651"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","2015","3,263"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","December 2015","3,263"
"010513 Ducks, Live, Weighing Not Over 185 G Each","2015","3,263"
"010513 Ducks, Live, Weighing Not Over 185 G Each","December 2015","3,263"
"0106 Animals, Live, Nesoi","2015","261,527"
"0106 Animals, Live, Nesoi","January 2015","14,000"
"0106 Animals, Live, Nesoi","February 2015","88,500"
"0106 Animals, Live, Nesoi","June 2015","68,500"
"0106 Animals, Live, Nesoi","August 2015","86,551"
"0106 Animals, Live, Nesoi","December 2015","3,976"
"0106 Animals, Live, Nesoi","February 2016","2,700"
"010613 Camels And Other Camelids (camelidae), Live","2015","86,551"
"010613 Camels And Other Camelids (camelidae), Live","August 2015","86,551"
"010619 Mammals, Live, Nesoi","2015","174,976"
"010619 Mammals, Live, Nesoi","January 2015","14,000"
"010619 Mammals, Live, Nesoi","February 2015","88,500"
"010619 Mammals, Live, Nesoi","June 2015","68,500"
"010619 Mammals, Live, Nesoi","December 2015","3,976"
"010619 Mammals, Live, Nesoi","February 2016","2,700"
"02 Meat And Edible Meat Offal","2015","32,754,556"
"02 Meat And Edible Meat Offal","January 2015","1,677,364"
"02 Meat And Edible Meat Offal","February 2015","2,920,272"
