"State Exports by HS Commodities"
"Current date: 04/21/2016 11:17 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: Total"
"Country: World Total"
"Commodity","Time","Total Value ($US)",
"All Commodities","2009","14,907,405,450"
"All Commodities","January 2009","1,071,068,531"
"All Commodities","February 2009","969,916,247"
"All Commodities","March 2009","1,154,058,038"
"All Commodities","April 2009","1,062,144,450"
"All Commodities","May 2009","1,163,593,966"
"All Commodities","June 2009","1,193,125,711"
"All Commodities","July 2009","1,214,367,621"
"All Commodities","August 2009","1,293,694,466"
"All Commodities","September 2009","1,414,716,540"
"All Commodities","October 2009","1,441,911,432"
"All Commodities","November 2009","1,447,424,468"
"All Commodities","December 2009","1,481,383,980"
"All Commodities","February 2016","1,549,522,924"
"01 Live Animals","2009","1,346,502"
"01 Live Animals","January 2009","31,405"
"01 Live Animals","February 2009","33,431"
"01 Live Animals","March 2009","191,619"
"01 Live Animals","April 2009","318,037"
"01 Live Animals","May 2009","162,991"
"01 Live Animals","June 2009","89,596"
"01 Live Animals","July 2009","78,127"
"01 Live Animals","August 2009","103,257"
"01 Live Animals","September 2009","76,624"
"01 Live Animals","October 2009","57,702"
"01 Live Animals","November 2009","83,981"
"01 Live Animals","December 2009","119,732"
"01 Live Animals","February 2016","22,680"
"0101 Horses, Asses, Mules And Hinnies, Live","2009","519,990"
"0101 Horses, Asses, Mules And Hinnies, Live","January 2009","31,405"
"0101 Horses, Asses, Mules And Hinnies, Live","February 2009","33,431"
"0101 Horses, Asses, Mules And Hinnies, Live","March 2009","73,297"
"0101 Horses, Asses, Mules And Hinnies, Live","April 2009","26,032"
"0101 Horses, Asses, Mules And Hinnies, Live","May 2009","31,805"
"0101 Horses, Asses, Mules And Hinnies, Live","June 2009","49,393"
"0101 Horses, Asses, Mules And Hinnies, Live","July 2009","29,374"
"0101 Horses, Asses, Mules And Hinnies, Live","August 2009","51,427"
"0101 Horses, Asses, Mules And Hinnies, Live","September 2009","45,407"
"0101 Horses, Asses, Mules And Hinnies, Live","October 2009","57,702"
"0101 Horses, Asses, Mules And Hinnies, Live","November 2009","51,449"
"0101 Horses, Asses, Mules And Hinnies, Live","December 2009","39,268"
"0101 Horses, Asses, Mules And Hinnies, Live","February 2016","19,980"
"010110 Purebred Breeding Animal","2009","10,453"
"010110 Purebred Breeding Animal","June 2009","2,783"
"010110 Purebred Breeding Animal","October 2009","7,670"
"010129 Horses, Live, Other Than Purebred Breeding","February 2016","19,980"
"010190 Mules And Hinnies, Live","2009","509,537"
"010190 Mules And Hinnies, Live","January 2009","31,405"
"010190 Mules And Hinnies, Live","February 2009","33,431"
"010190 Mules And Hinnies, Live","March 2009","73,297"
"010190 Mules And Hinnies, Live","April 2009","26,032"
"010190 Mules And Hinnies, Live","May 2009","31,805"
"010190 Mules And Hinnies, Live","June 2009","46,610"
"010190 Mules And Hinnies, Live","July 2009","29,374"
"010190 Mules And Hinnies, Live","August 2009","51,427"
"010190 Mules And Hinnies, Live","September 2009","45,407"
"010190 Mules And Hinnies, Live","October 2009","50,032"
"010190 Mules And Hinnies, Live","November 2009","51,449"
"010190 Mules And Hinnies, Live","December 2009","39,268"
"0102 Bovine Animals, Live","2009","102,168"
"0102 Bovine Animals, Live","March 2009","97,060"
"0102 Bovine Animals, Live","April 2009","5,108"
"010210 Bovine Animals, Live, Purebred Breeding","2009","10,177"
"010210 Bovine Animals, Live, Purebred Breeding","March 2009","5,069"
"010210 Bovine Animals, Live, Purebred Breeding","April 2009","5,108"
"010290 Bovine Animals, Live, Nesoi","2009","91,991"
"010290 Bovine Animals, Live, Nesoi","March 2009","91,991"
"0104 Sheep And Goats, Live","2009","391,258"
"0104 Sheep And Goats, Live","March 2009","21,262"
"0104 Sheep And Goats, Live","April 2009","34,571"
"0104 Sheep And Goats, Live","May 2009","126,296"
"0104 Sheep And Goats, Live","June 2009","26,068"
"0104 Sheep And Goats, Live","July 2009","48,753"
"0104 Sheep And Goats, Live","August 2009","51,830"
"0104 Sheep And Goats, Live","September 2009","22,213"
"0104 Sheep And Goats, Live","November 2009","32,532"
"0104 Sheep And Goats, Live","December 2009","27,733"
"010410 Sheep, Live","2009","301,692"
"010410 Sheep, Live","April 2009","34,571"
"010410 Sheep, Live","May 2009","126,296"
