"State Imports by HS Commodities"
"Current date: 05/12/2016 10:36 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: All States"
"Country: World Total"
"Commodity","Time","Total Value ($US)",
"All Commodities","2008","2,103,640,710,944"
"All Commodities","January 2008","168,350,200,408"
"All Commodities","February 2008","165,069,697,000"
"All Commodities","March 2008","171,194,029,967"
"All Commodities","April 2008","182,115,080,249"
"All Commodities","May 2008","182,956,261,112"
"All Commodities","June 2008","190,117,055,018"
"All Commodities","July 2008","202,614,391,879"
"All Commodities","August 2008","189,874,897,507"
"All Commodities","September 2008","180,188,984,956"
"All Commodities","October 2008","185,882,206,942"
"All Commodities","November 2008","147,514,986,944"
"All Commodities","December 2008","137,762,918,962"
"01 Live Animals","2008","2,754,577,208"
"01 Live Animals","January 2008","280,844,364"
"01 Live Animals","February 2008","281,953,838"
"01 Live Animals","March 2008","268,689,181"
"01 Live Animals","April 2008","238,117,153"
"01 Live Animals","May 2008","209,125,463"
"01 Live Animals","June 2008","192,483,990"
"01 Live Animals","July 2008","162,404,577"
"01 Live Animals","August 2008","177,299,240"
"01 Live Animals","September 2008","255,954,551"
"01 Live Animals","October 2008","241,522,360"
"01 Live Animals","November 2008","234,983,448"
"01 Live Animals","December 2008","211,199,043"
"02 Meat And Edible Meat Offal","2008","4,365,028,778"
"02 Meat And Edible Meat Offal","January 2008","348,372,477"
"02 Meat And Edible Meat Offal","February 2008","314,147,407"
"02 Meat And Edible Meat Offal","March 2008","369,261,423"
"02 Meat And Edible Meat Offal","April 2008","347,804,795"
"02 Meat And Edible Meat Offal","May 2008","393,587,535"
"02 Meat And Edible Meat Offal","June 2008","390,932,893"
"02 Meat And Edible Meat Offal","July 2008","371,011,471"
"02 Meat And Edible Meat Offal","August 2008","366,521,622"
"02 Meat And Edible Meat Offal","September 2008","351,710,545"
"02 Meat And Edible Meat Offal","October 2008","356,129,441"
"02 Meat And Edible Meat Offal","November 2008","353,672,679"
"02 Meat And Edible Meat Offal","December 2008","401,876,490"
"03 Fish, Crustaceans & Aquatic Invertebrates","2008","10,813,305,459"
"03 Fish, Crustaceans & Aquatic Invertebrates","January 2008","910,388,020"
"03 Fish, Crustaceans & Aquatic Invertebrates","February 2008","812,645,789"
"03 Fish, Crustaceans & Aquatic Invertebrates","March 2008","709,548,738"
"03 Fish, Crustaceans & Aquatic Invertebrates","April 2008","693,863,568"
"03 Fish, Crustaceans & Aquatic Invertebrates","May 2008","909,779,186"
"03 Fish, Crustaceans & Aquatic Invertebrates","June 2008","962,080,224"
"03 Fish, Crustaceans & Aquatic Invertebrates","July 2008","956,404,570"
"03 Fish, Crustaceans & Aquatic Invertebrates","August 2008","999,648,221"
"03 Fish, Crustaceans & Aquatic Invertebrates","September 2008","975,735,434"
"03 Fish, Crustaceans & Aquatic Invertebrates","October 2008","1,039,161,931"
"03 Fish, Crustaceans & Aquatic Invertebrates","November 2008","917,670,503"
"03 Fish, Crustaceans & Aquatic Invertebrates","December 2008","926,379,275"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","2008","1,886,827,777"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","January 2008","137,775,079"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","February 2008","137,866,647"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","March 2008","161,013,049"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","April 2008","150,366,341"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","May 2008","144,315,880"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","June 2008","150,564,886"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","July 2008","144,659,066"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","August 2008","145,367,039"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","September 2008","147,636,273"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","October 2008","167,577,469"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","November 2008","190,749,410"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","December 2008","208,936,638"
"05 Products Of Animal Origin, Nesoi","2008","725,595,048"
"05 Products Of Animal Origin, Nesoi","January 2008","56,642,236"
"05 Products Of Animal Origin, Nesoi","February 2008","50,709,553"
"05 Products Of Animal Origin, Nesoi","March 2008","47,974,505"
"05 Products Of Animal Origin, Nesoi","April 2008","54,043,694"
"05 Products Of Animal Origin, Nesoi","May 2008","59,917,571"
"05 Products Of Animal Origin, Nesoi","June 2008","63,856,829"
"05 Products Of Animal Origin, Nesoi","July 2008","67,964,959"
"05 Products Of Animal Origin, Nesoi","August 2008","61,505,230"
"05 Products Of Animal Origin, Nesoi","September 2008","72,889,280"
"05 Products Of Animal Origin, Nesoi","October 2008","68,109,990"
"05 Products Of Animal Origin, Nesoi","November 2008","61,105,893"
"05 Products Of Animal Origin, Nesoi","December 2008","60,875,308"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","2008","1,470,218,680"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","January 2008","136,792,127"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","February 2008","171,337,917"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","March 2008","126,686,873"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","April 2008","155,703,731"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","May 2008","153,735,609"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","June 2008","87,387,292"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","July 2008","84,264,815"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","August 2008","104,557,810"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","September 2008","115,781,390"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","October 2008","115,898,366"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","November 2008","120,998,969"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","December 2008","97,073,781"
"07 Edible Vegetables & Certain Roots & Tubers","2008","5,632,897,265"
"07 Edible Vegetables & Certain Roots & Tubers","January 2008","653,152,034"
"07 Edible Vegetables & Certain Roots & Tubers","February 2008","606,762,264"
"07 Edible Vegetables & Certain Roots & Tubers","March 2008","575,989,616"
"07 Edible Vegetables & Certain Roots & Tubers","April 2008","532,533,946"
"07 Edible Vegetables & Certain Roots & Tubers","May 2008","485,031,040"
"07 Edible Vegetables & Certain Roots & Tubers","June 2008","384,275,504"
"07 Edible Vegetables & Certain Roots & Tubers","July 2008","366,259,824"
"07 Edible Vegetables & Certain Roots & Tubers","August 2008","334,545,633"
"07 Edible Vegetables & Certain Roots & Tubers","September 2008","339,228,559"
"07 Edible Vegetables & Certain Roots & Tubers","October 2008","386,236,506"
"07 Edible Vegetables & Certain Roots & Tubers","November 2008","444,430,836"
"07 Edible Vegetables & Certain Roots & Tubers","December 2008","524,451,503"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","2008","7,530,115,256"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","January 2008","783,558,467"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","February 2008","750,160,761"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","March 2008","698,852,752"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","April 2008","718,594,837"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","May 2008","733,633,299"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","June 2008","593,340,835"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","July 2008","517,645,873"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","August 2008","515,387,468"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","September 2008","478,908,781"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","October 2008","541,675,282"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","November 2008","525,102,173"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","December 2008","673,254,728"
"09 Coffee, Tea, Mate & Spices","2008","5,167,602,760"
"09 Coffee, Tea, Mate & Spices","January 2008","404,085,706"
"09 Coffee, Tea, Mate & Spices","February 2008","389,942,180"
"09 Coffee, Tea, Mate & Spices","March 2008","468,170,084"
"09 Coffee, Tea, Mate & Spices","April 2008","471,468,004"
"09 Coffee, Tea, Mate & Spices","May 2008","470,990,046"
"09 Coffee, Tea, Mate & Spices","June 2008","443,470,548"
"09 Coffee, Tea, Mate & Spices","July 2008","464,759,204"
"09 Coffee, Tea, Mate & Spices","August 2008","430,955,958"
"09 Coffee, Tea, Mate & Spices","September 2008","436,472,627"
"09 Coffee, Tea, Mate & Spices","October 2008","435,213,344"
"09 Coffee, Tea, Mate & Spices","November 2008","343,600,873"
"09 Coffee, Tea, Mate & Spices","December 2008","408,474,186"
"10 Cereals","2008","2,777,205,365"
"10 Cereals","January 2008","173,294,287"
"10 Cereals","February 2008","177,229,153"
"10 Cereals","March 2008","375,346,948"
"10 Cereals","April 2008","368,508,947"
"10 Cereals","May 2008","309,297,776"
"10 Cereals","June 2008","256,319,133"
"10 Cereals","July 2008","218,361,197"
"10 Cereals","August 2008","194,513,453"
"10 Cereals","September 2008","186,329,328"
"10 Cereals","October 2008","171,809,095"
"10 Cereals","November 2008","187,663,087"
"10 Cereals","December 2008","158,532,961"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","2008","1,145,448,479"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","January 2008","76,127,475"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","February 2008","78,156,359"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","March 2008","87,614,571"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","April 2008","102,282,536"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","May 2008","106,097,686"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","June 2008","106,716,299"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","July 2008","102,716,661"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","August 2008","101,085,713"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","September 2008","100,863,582"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","October 2008","100,365,163"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","November 2008","92,774,292"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","December 2008","90,648,142"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","2008","2,004,038,568"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","January 2008","161,005,154"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","February 2008","177,345,807"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","March 2008","184,231,815"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","April 2008","183,235,995"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","May 2008","188,895,580"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","June 2008","168,909,169"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","July 2008","175,545,419"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","August 2008","143,802,136"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","September 2008","160,461,499"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","October 2008","156,735,480"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","November 2008","154,395,324"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","December 2008","149,475,190"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","2008","778,227,030"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","January 2008","56,614,527"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","February 2008","58,872,876"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","March 2008","66,701,510"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","April 2008","54,129,574"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","May 2008","69,409,544"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","June 2008","64,306,596"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","July 2008","64,398,730"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","August 2008","64,257,378"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","September 2008","62,125,668"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","October 2008","75,428,622"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","November 2008","64,541,921"
"13 Lac; Gums, Resins & Other Vegetable Sap & Extract","December 2008","77,440,084"
"14 Vegetable Plaiting Materials & Products Nesoi","2008","111,561,525"
"14 Vegetable Plaiting Materials & Products Nesoi","January 2008","8,756,286"
"14 Vegetable Plaiting Materials & Products Nesoi","February 2008","8,317,601"
"14 Vegetable Plaiting Materials & Products Nesoi","March 2008","9,929,820"
"14 Vegetable Plaiting Materials & Products Nesoi","April 2008","10,280,584"
"14 Vegetable Plaiting Materials & Products Nesoi","May 2008","11,383,398"
"14 Vegetable Plaiting Materials & Products Nesoi","June 2008","10,093,022"
"14 Vegetable Plaiting Materials & Products Nesoi","July 2008","9,025,591"
"14 Vegetable Plaiting Materials & Products Nesoi","August 2008","7,682,730"
"14 Vegetable Plaiting Materials & Products Nesoi","September 2008","7,430,227"
"14 Vegetable Plaiting Materials & Products Nesoi","October 2008","7,918,686"
"14 Vegetable Plaiting Materials & Products Nesoi","November 2008","8,920,031"
"14 Vegetable Plaiting Materials & Products Nesoi","December 2008","11,823,549"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","2008","5,291,810,998"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","January 2008","428,051,237"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","February 2008","323,089,779"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","March 2008","456,832,801"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","April 2008","457,690,090"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","May 2008","465,597,134"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","June 2008","398,944,678"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","July 2008","486,140,784"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","August 2008","553,198,139"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","September 2008","407,972,059"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","October 2008","473,086,561"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","November 2008","508,831,993"
"15 Animal Or Vegetable Fats, Oils Etc. & Waxes","December 2008","332,375,743"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","2008","3,863,015,041"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","January 2008","299,426,976"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","February 2008","270,146,849"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","March 2008","256,725,852"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","April 2008","266,049,701"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","May 2008","292,567,013"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","June 2008","311,984,607"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","July 2008","330,959,469"
"16 Edible Preparations Of Meat, Fish, Crustaceans Etc","August 2008","336,296,855"
