"State Imports by HS Commodities"
"Current date: 05/19/2016 10:15 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: Oregon"
"Commodity","Country","Time","Total Value ($US)",
"07 Edible Vegetables & Certain Roots & Tubers","Mexico","2015","30,258,627"
"07 Edible Vegetables & Certain Roots & Tubers","Netherlands","2015","299,943"
"07 Edible Vegetables & Certain Roots & Tubers","New Zealand","2015","126,334"
"07 Edible Vegetables & Certain Roots & Tubers","Paraguay","2015","169,000"
"07 Edible Vegetables & Certain Roots & Tubers","Peru","2015","360,002"
"07 Edible Vegetables & Certain Roots & Tubers","Philippines","2015","28,800"
"07 Edible Vegetables & Certain Roots & Tubers","Poland","2015","33,263"
"07 Edible Vegetables & Certain Roots & Tubers","Switzerland","2015","10,573"
"07 Edible Vegetables & Certain Roots & Tubers","Tanzania","2015","4,064"
"07 Edible Vegetables & Certain Roots & Tubers","Thailand","2015","10,640"
"07 Edible Vegetables & Certain Roots & Tubers","Turkey","2015","2,041,895"
"07 Edible Vegetables & Certain Roots & Tubers","Vietnam","2015","16,546"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","World Total","2015","149,439,338"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Argentina","2015","1,378,153"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Australia","2015","1,425,250"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Belgium","2015","47,143"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Bulgaria","2015","100,779"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Canada","2015","18,541,817"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Chile","2015","67,542,864"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","China","2015","7,937,290"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Costa Rica","2015","8,926,317"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Ecuador","2015","343,903"
