"State Imports by HS Commodities"
"Current date: 05/12/2016 10:31 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: All States"
"Country: World Total"
"Commodity","Time","Total Value ($US)",
"All Commodities","2012","2,276,267,147,199"
"All Commodities","January 2012","183,533,249,060"
"All Commodities","February 2012","171,831,072,786"
"All Commodities","March 2012","197,350,132,105"
"All Commodities","April 2012","189,466,165,326"
"All Commodities","May 2012","198,409,592,556"
"All Commodities","June 2012","191,786,704,630"
"All Commodities","July 2012","192,838,674,080"
"All Commodities","August 2012","194,941,530,944"
"All Commodities","September 2012","185,682,751,364"
"All Commodities","October 2012","198,767,110,658"
"All Commodities","November 2012","194,553,224,573"
"All Commodities","December 2012","177,106,939,117"
"01 Live Animals","2012","2,611,313,578"
"01 Live Animals","January 2012","204,594,044"
"01 Live Animals","February 2012","212,781,164"
"01 Live Animals","March 2012","277,602,677"
"01 Live Animals","April 2012","253,659,545"
"01 Live Animals","May 2012","247,485,676"
"01 Live Animals","June 2012","189,002,915"
"01 Live Animals","July 2012","153,398,395"
"01 Live Animals","August 2012","141,010,382"
"01 Live Animals","September 2012","160,551,773"
"01 Live Animals","October 2012","260,813,656"
"01 Live Animals","November 2012","273,186,904"
"01 Live Animals","December 2012","237,226,447"
"02 Meat And Edible Meat Offal","2012","5,607,532,690"
"02 Meat And Edible Meat Offal","January 2012","452,699,018"
"02 Meat And Edible Meat Offal","February 2012","415,530,090"
"02 Meat And Edible Meat Offal","March 2012","544,526,197"
"02 Meat And Edible Meat Offal","April 2012","500,005,584"
"02 Meat And Edible Meat Offal","May 2012","546,057,018"
"02 Meat And Edible Meat Offal","June 2012","509,800,540"
"02 Meat And Edible Meat Offal","July 2012","491,212,768"
"02 Meat And Edible Meat Offal","August 2012","479,609,456"
"02 Meat And Edible Meat Offal","September 2012","386,898,323"
"02 Meat And Edible Meat Offal","October 2012","407,261,623"
"02 Meat And Edible Meat Offal","November 2012","429,216,754"
"02 Meat And Edible Meat Offal","December 2012","444,715,319"
"03 Fish, Crustaceans & Aquatic Invertebrates","2012","12,645,826,048"
"03 Fish, Crustaceans & Aquatic Invertebrates","January 2012","1,152,421,735"
"03 Fish, Crustaceans & Aquatic Invertebrates","February 2012","954,823,170"
"03 Fish, Crustaceans & Aquatic Invertebrates","March 2012","909,863,754"
"03 Fish, Crustaceans & Aquatic Invertebrates","April 2012","1,019,171,970"
"03 Fish, Crustaceans & Aquatic Invertebrates","May 2012","1,164,064,493"
"03 Fish, Crustaceans & Aquatic Invertebrates","June 2012","1,074,432,831"
"03 Fish, Crustaceans & Aquatic Invertebrates","July 2012","1,154,275,341"
"03 Fish, Crustaceans & Aquatic Invertebrates","August 2012","1,065,117,398"
"03 Fish, Crustaceans & Aquatic Invertebrates","September 2012","993,291,595"
"03 Fish, Crustaceans & Aquatic Invertebrates","October 2012","1,009,345,735"
"03 Fish, Crustaceans & Aquatic Invertebrates","November 2012","1,035,859,210"
"03 Fish, Crustaceans & Aquatic Invertebrates","December 2012","1,113,158,816"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","2012","2,095,308,219"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","January 2012","153,854,458"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","February 2012","157,486,079"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","March 2012","158,819,863"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","April 2012","157,398,394"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","May 2012","183,639,820"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","June 2012","162,919,660"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","July 2012","183,014,705"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","August 2012","170,405,453"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","September 2012","168,082,167"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","October 2012","165,791,221"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","November 2012","207,636,539"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","December 2012","226,259,860"
"05 Products Of Animal Origin, Nesoi","2012","885,696,380"
"05 Products Of Animal Origin, Nesoi","January 2012","83,327,994"
"05 Products Of Animal Origin, Nesoi","February 2012","71,975,006"
"05 Products Of Animal Origin, Nesoi","March 2012","62,027,835"
"05 Products Of Animal Origin, Nesoi","April 2012","74,197,587"
"05 Products Of Animal Origin, Nesoi","May 2012","75,586,692"
"05 Products Of Animal Origin, Nesoi","June 2012","80,224,150"
"05 Products Of Animal Origin, Nesoi","July 2012","75,668,111"
"05 Products Of Animal Origin, Nesoi","August 2012","76,512,519"
"05 Products Of Animal Origin, Nesoi","September 2012","72,646,115"
"05 Products Of Animal Origin, Nesoi","October 2012","67,884,016"
"05 Products Of Animal Origin, Nesoi","November 2012","72,246,147"
"05 Products Of Animal Origin, Nesoi","December 2012","73,400,208"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","2012","1,620,977,702"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","January 2012","174,890,120"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","February 2012","173,084,244"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","March 2012","126,936,003"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","April 2012","156,274,990"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","May 2012","181,097,934"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","June 2012","101,485,866"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","July 2012","92,715,392"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","August 2012","110,339,588"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","September 2012","120,867,694"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","October 2012","128,463,627"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","November 2012","138,871,431"
